,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
127799031949294618,127799031949294618,-8189315446782327370,-4974757204495953627,-799315203186826480,-1313614305945895108,-9.045753673721269e+18
139485217095648183,139485217095648183,-5082274522455747241,4404314996867098682,-3780822597455574960,-6932442635231192683,5.26616446898166e+18
141806940259458424,141806940259458424,307952468886079288,-3832772858396854546,-2090760089450762391,-169274570747753943,6.180979718957142e+18
153466256338950062,153466256338950062,-4930542581518647030,6658481071718074876,-1755875383603052680,-1473180765724334454,-7.684863035595645e+18
156889606517612871,156889606517612871,5518462222339671372,-8202212195240926680,-1024046541613287684,7963184191158282052,4.807410384082534e+18
161784308223385549,161784308223385549,6094778865705471594,3455160158461205368,-5116903270312432935,-1763986443823721481,5.410603488837817e+18
162771765556771108,162771765556771108,-3718969219417182449,8295457724580096419,8433131156569129937,-8980834789053459155,5.834671664627894e+18
163780025692404854,163780025692404854,4315784099325221836,163780025692404854,4597139024287190193,-547324075613341407,-3.114161754347804e+18
167668355036921406,167668355036921406,722931447608069342,-2864378895481874465,3256054536066714292,4915137112517573184,8.835339470389644e+18
171877380813632915,171877380813632915,2841458704671711663,-6016433871633244814,-7454907763335725103,-1737937277055036780,-6.510151088126868e+18
174707786647990372,174707786647990372,-519908173368613957,7965539599896143226,6868454399455433725,-5017021199558167721,4.644672909721737e+18
179286456725721055,179286456725721055,-3622715112759104312,5111115201913219115,-2440547657721869309,8049667463017473012,8.968837261991914e+18
186710613029854965,186710613029854965,-7780475830807410936,-6546787050052580484,8210960017870928723,-3410781775610270991,-1.4562597974414458e+17
190366396794861214,190366396794861214,-7349721727282676870,2173307133640600082,5009420943344705199,4069333494579100211,-2.7315684263416902e+17
201515581783532281,201515581783532281,-6727357771678896471,7498047411414226273,-7126520323752764957,-3662111110237135231,7.155061818771056e+18
204997192300542382,204997192300542382,-2800563841840387504,7511744555558105059,-9152398073968262186,-5470166294767187597,-9.040419159428374e+18
207910079054861295,207910079054861295,6407605752151817831,-3299064309968644318,1005751836898964351,-1449104782233586994,1.5445509839181417e+18
215332765550420709,215332765550420709,215332765550420709,-4864344772765973009,-7034660627992927630,4817624205684040310,-8.913397556833789e+18
216869981229779312,216869981229779312,-7004749589391210034,-4138575697540914268,-7380550029266431533,6754313450809254838,3.437437537867087e+18
223316996491584050,223316996491584050,7203367456821804602,7303676031229268527,885269153482673496,6908884359295619150,6.634206168889469e+18
230807360572081472,230807360572081472,4437902912817080687,-2328163218997425612,6881796783400625893,3162261384765351942,-2.4035917431463344e+17
231281690254211527,231281690254211527,2867605706298498445,-2405892683303291957,-1181242543195516037,4430356355587165611,5.312357518363318e+18
240943776326872028,240943776326872028,7421641564256558176,2121807307434667949,-6566175321434139682,-4762897581600184489,-6.817174660103551e+18
270443693434886127,270443693434886127,1120323498091467525,-2747266787901704910,3608243634452078989,-42126282997118624,4.320282974712265e+18
279771472506428952,279771472506428952,-3920124114454832425,444378495316508239,2623290164732957912,7342707578347442862,6.218160233966054e+17
286115624311598644,286115624311598644,1797385737206265555,-3367778232969996503,4579557799493615039,-4761420664091904483,1.0998094089216532e+18
288653248451617914,288653248451617914,8396284143617057811,-7165716941095296287,-310216403933861245,8089766674179723607,-1.1376027008036015e+18
300937643051923212,300937643051923212,-5881946480525580860,4151147085496712967,3703141283586666995,-7191607771634445823,8.65740850998633e+18
307952468886079288,307952468886079288,3965818599169726564,-3027055440570405664,2122245305662000853,5817939718364925129,-9.1534941091652e+18
310515487419366995,310515487419366995,-8311338126170554747,-9002191823887486987,-7891960098457323262,-8800029253812071912,9.207286802575546e+18
319340024738595907,319340024738595907,4700641534148321049,9215261273565326920,-169274570747753943,-2358644309529026633,-7.447329442374055e+18
321193326651975856,321193326651975856,-1638122353599615846,3739926497176994524,7083316110921342538,-894273917655637623,-6.180514744351189e+18
335910242745901755,335910242745901755,-5781461435447152359,6514150672874342131,-4095842175692097942,-8149429101569453081,-6.792965795755858e+18
348632682812866328,348632682812866328,7926736692763443624,-4309525417316029305,-769212572760644334,-8717945432162716060,3.955415822724154e+16
357449794379078687,357449794379078687,6583734846225935852,-389749390447363927,-2220859822082318562,127799031949294618,-6.144089006919209e+17
358192030955601318,358192030955601318,-1150591229250318592,-2577148567706202814,-5581910915745827384,-7905002887579197656,-6.245524727898922e+18
362899217568283146,362899217568283146,362899217568283146,-5605799891597699962,6070279813975953742,-8762137947059829459,5.199666313044493e+18
363303724138208407,363303724138208407,363303724138208407,2531450382701518075,1220948775534529013,8708452471825540133,-7.193893108516217e+18
363798057559041921,363798057559041921,2623290164732957912,-7033990154815318757,6778168087818060600,7342707578347442862,-7.277691357631151e+18
365571143597993923,365571143597993923,2399228553079505025,-3269885695260066314,-4541461982704074404,-7371144664961016145,-7.356135999773525e+18
372531153711028286,372531153711028286,-548976469460064550,-1999468346928419252,-7124339858992523617,-4303046765246718776,-3.484084750778507e+17
372648779227126668,372648779227126668,8870251820986769829,-4265002939801511319,-2477364558321255827,-6171950598721418038,-2.2133201667273715e+18
374352050712569304,374352050712569304,-8349788035147634450,5468598741732935699,-7162567255723313045,-5193720747719231594,3.955415822724154e+16
374674704202038318,374674704202038318,-6215634663594744290,6614704926858202954,4165127518659426948,3134511142783292503,5.336562616168018e+18
378386436485699053,378386436485699053,-1383778823073811714,-6096307037126839100,8872925201254666834,-3488100191290830083,1.971653634364578e+18
379773866860040428,379773866860040428,2255603060224026824,2841458704671711663,171877380813632915,-720777800522871309,-1.7379372770550367e+18
381577463519666187,381577463519666187,943818026930898372,-8392586470872505716,4139191914110236238,-1021685224930603833,8.55067051035731e+18
384967563509172020,384967563509172020,-5204755921272353160,2668385070649954934,8267509427016592713,-5618100784509704440,-3.751398885033122e+18
385212706171385893,385212706171385893,4106497696154898573,-8526359231369823784,-2683134512107439488,-5009578843275173733,3.099207916247127e+18
393734797767236089,393734797767236089,-5078536505040226358,980458131533897249,-1452340812018195881,-927862226557602150,-2.5048257040028334e+18
400125073514833994,400125073514833994,7851022564818849560,2719909253419802298,-1297580205670251233,1283472251609674486,-9.860277243035926e+17
408283689595887456,408283689595887456,4317140528951861957,-44082375822273498,7424795099560672335,8494390949377713372,2.6707154503522903e+18
408569329455206654,408569329455206654,-720777800522871309,5156657166068502754,-6510151088126868601,-7454907763335725103,-6.016433871633245e+18
409265364477466508,409265364477466508,-2708021095252721995,-5794047401651735687,967143806332397325,-340541651592032197,-1.463025432902754e+18
428486625959995206,428486625959995206,-7534240757267992657,2282385028752844581,3086800924266336392,6650072898902843826,1.1174559518026559e+18
430255078684584595,430255078684584595,-1556169727291354289,-377975173223377441,-2118981143119783447,8685746777792503843,2.6258839331303613e+18
444378495316508239,444378495316508239,2623290164732957912,6778168087818060600,-7033990154815318757,7342707578347442862,-4.4603747992730644e+18
457505998997890101,457505998997890101,-7124339858992523617,7065704533945771463,6844164348224220577,-2194994678739982146,3.725311537110283e+17
459008865413659388,459008865413659388,3375733407275108717,4644184613269860655,-2333243857499586461,-1669098707776725430,-3.785072380450959e+18
464601875539492971,464601875539492971,-894273917655637623,-5345231991504930502,7083316110921342538,1719976830095479814,-6.180514744351189e+18
484986956330644320,484986956330644320,7965539599896143226,-9080873096647717414,-595851741330881198,-8244000618837043328,-3.2856209567048366e+18
489290927107045539,489290927107045539,3116298625885250927,-1119244241345534741,7756118769128656312,8900292750226176660,8.926283897590638e+18
490726311396224966,490726311396224966,-435798809553722526,-3191013159715472435,1496653703915349161,6285786669275987455,-2.1318237912270948e+18
491373795166252904,491373795166252904,6340108943344143104,-1081723567492738167,2841458704671711663,-3820497466351868775,7.395435905985567e+18
505090987429665116,505090987429665116,5913609969272242724,-1081723567492738167,2901480192726556992,7813943820850065086,4.3031426775814794e+18
511891900317865118,511891900317865118,-3700095596785790870,-8800029253812071912,-8311338126170554747,2602738827388230683,-9.002191823887487e+18
514858832555251637,514858832555251637,5714055337338770799,2265761247530716287,-5637143900506554933,98528655405030624,-3.605608255586388e+18
515531013045220470,515531013045220470,-9103776596534246502,3321223121670148312,4546206336477094824,-3285620956704836473,2.051327203770554e+18
521382866757596943,521382866757596943,1959495508923903948,4876769046116846438,-7564569805639737618,3714350889740403446,-3.7232175322249175e+18
524776334673868069,524776334673868069,5237574390644778994,-2423593292146522678,-9033211547111606164,-5181489804915739633,-7.62043837147145e+18
532564948976818124,532564948976818124,-70211258489242437,-89955207814154444,-7399665664688732365,8982094176562780806,2.3939723614987494e+18
539980615899429566,539980615899429566,-1870456025059842373,9060231864899459154,895442114569096829,3328253785421705444,6.769852549722243e+18
541470630329465127,541470630329465127,4575580212020245658,-8278633353687754322,-6752460077509522132,-7564053678326007415,-7.485130558326482e+18
549631724393582960,549631724393582960,-8312968399134741370,2760335717049716507,-4126288159365354498,5533752987392101383,5.93080652189316e+18
564282370384747453,564282370384747453,2639926854188906104,1954991916791271993,6341647533150019811,5227822864949117283,-4.707863452603278e+18
569574447134368517,569574447134368517,-91139000311163410,8905656922810620012,717471739656838182,-78667914647336721,-5.160830061297425e+18
589254894302309232,589254894302309232,8433131156569129937,8295457724580096419,-8980834789053459155,-3718969219417182449,5.834671664627894e+18
607684800821303652,607684800821303652,-8243488279185272615,-1255189867397298842,-583471248660258378,8993230615635349817,-3.645539449929727e+18
621816023396605502,621816023396605502,6340108943344143104,-4944551138301474550,-398780385766545248,6987435400166905688,5.237574390644779e+18
623421554979899217,623421554979899217,-4613284400780388067,2518704978033827255,379773866860040428,-6742146164569753679,2.5726621236978314e+18
626121253933491500,626121253933491500,-3590865837401183812,7124632953201847659,1354035119798779232,-5784991738549272379,9.033884391004475e+18
638282658987724754,638282658987724754,-7331393944609614247,7813943820850065086,6525794335263078309,2841458704671711663,-1.0817235674927382e+18
643905832258297060,643905832258297060,-2871288807409592,-4126288159365354498,-8141818108252244664,4125609302375934769,-3.3572954479787264e+18
654383168348870348,654383168348870348,-7796858148829878756,-4485188959476061019,-8704908797766843570,9091641298512813712,3.4921391285489116e+18
657779080033041603,657779080033041603,2598008935363515744,-1911407455198985777,8754824745136110042,-6625273991455881177,6.652210819857467e+18
660451400045043370,660451400045043370,-8996656559398843485,5761988486867612282,6678691743269420670,-4748027149000767298,-8.578355592291789e+18
667643281369196267,667643281369196267,-721732705314803549,2262656830196923781,1333053624108726661,-5839185923562195912,6.52415708893914e+18
668505019835540303,668505019835540303,4973921475467086339,6797493571710971497,54678605145828343,3564394485543941353,-5.36326336701547e+18
